PLAYER,YEAR,POS,HEIGHT,WEIGHT,BMI,BODY FAT,STANDING REACH,WINGSPAN,HAND LENGTH,HAND WIDTH,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,SHUTTLE RUN,THREE QUARTER SPRINT,BENCH PRESS,BAR,PAN,PBH,PDT
"Hart, Jason",2000,PG,73.75,181.0,23.39,NA,97.5,78.00,NA,NA,29.5,33.5,11.70,NA,3.34,9,1.058,NA,127.0,131
"Harvey, Donnell",2000,PF,79.25,220.0,24.63,NA,105.5,84.50,NA,NA,33.0,32.5,11.23,NA,NA,15,1.066,NA,138.5,138
"Hemsley, Johnny",2000,SG/SF,74.75,200.0,25.16,NA,100.5,80.00,NA,NA,31.5,35.0,11.50,NA,3.19,5,1.070,NA,132.0,135.5
"Hermon, Michael",2000,PG/SG,74.75,195.0,24.53,NA,98.5,78.25,NA,NA,29.0,33.0,11.79,NA,3.25,0,1.047,NA,127.5,131.5
"Hightower, Cory",2000,SG/SF,77.50,183.0,21.42,NA,101.5,83.00,NA,NA,29.5,34.5,11.92,NA,3.37,0,1.071,NA,131.0,136
"Holloway, Shaheen",2000,PG,69.50,174.0,25.32,NA,91.0,70.00,NA,NA,NA,NA,11.22,NA,3.32,6,1.007,NA,NA,NA
"House, Eddie",2000,PG/SG,71.75,176.5,24.10,NA,95.0,75.50,NA,NA,29.5,38.5,11.12,NA,3.27,5,1.052,NA,124.5,133.5
"Hunter, Jimmie",2000,PG/SG,75.00,170.0,21.25,NA,100.0,80.00,NA,NA,29.0,36.0,11.23,NA,3.35,0,1.067,NA,129.0,136
"Jaacks, Jacob",2000,PF,81.25,238.0,25.34,NA,105.5,83.00,NA,NA,26.0,32.0,11.48,NA,3.58,3,1.022,NA,131.5,137.5
"Jaric, Marko",2000,SG/SF,78.50,210.0,23.96,NA,104.0,81.00,NA,NA,27.5,33.0,11.32,NA,3.28,NA,1.032,NA,131.5,137
"Johnson, Nate",2000,SF,78.50,211.5,24.13,NA,104.0,80.50,NA,NA,27.0,33.5,11.90,NA,3.33,13,1.025,NA,131.0,137.5
"Jones, Kenyon",2000,PF/C,81.00,282.0,30.22,NA,108.0,85.00,NA,NA,28.5,30.0,12.44,NA,3.60,20,1.049,NA,136.5,138
"Karcher, Mark",2000,SG,76.00,218.0,26.53,NA,102.5,80.00,NA,NA,27.5,30.5,11.51,NA,3.40,12,1.053,NA,130.0,133
"Kurtz, Brandon",2000,PF/C,81.50,257.0,27.20,NA,106.5,83.25,NA,NA,NA,NA,NA,NA,NA,7,1.021,NA,NA,NA
"Langhi, Dan",2000,SF,81.00,197.5,21.16,NA,104.0,80.00,NA,NA,31.0,34.5,10.85,NA,3.24,12,0.988,NA,135.0,138.5
"Love, Justin",2000,PG/SG,73.50,205.5,26.74,NA,97.5,76.50,NA,NA,31.0,38.5,10.99,NA,3.31,24,1.041,NA,128.5,136
"Madsen, Mark",2000,PF,80.00,236.5,25.98,NA,104.5,84.50,NA,NA,30.5,33.5,12.12,NA,3.46,13,1.056,NA,135.0,138
"McClintock, Dan",2000,PF/C,83.00,250.0,25.51,NA,107.0,85.50,NA,NA,33.0,35.0,11.52,NA,3.33,20,1.030,NA,140.0,142
"Mickeal, Pete",2000,SG/SF,77.00,222.0,26.32,NA,103.5,81.50,NA,NA,28.0,34.5,10.83,NA,3.06,8,1.058,NA,131.5,138
"Montonati, Brian",2000,PF,80.75,215.0,23.18,NA,106.0,82.50,NA,NA,25.0,29.0,11.85,NA,3.53,5,1.022,NA,131.0,135
"Muoneke, Gabe",2000,SF/PF,78.25,244.0,28.01,NA,105.0,84.50,NA,NA,30.5,34.0,11.00,NA,3.40,22,1.080,NA,135.5,139
"N'diaye, Ndongo",2000,C,83.50,208.0,20.97,NA,112.5,87.50,NA,NA,24.5,27.5,13.16,NA,3.69,4,1.048,NA,137.0,140
"Najera, Eduardo",2000,SF/PF,78.50,234.5,26.75,NA,104.5,83.50,NA,NA,28.0,35.0,11.38,NA,3.45,15,1.064,NA,132.5,139.5
"Nielsen, Matthew",2000,PF,81.00,223.0,23.89,NA,106.0,82.50,NA,NA,26.0,29.0,11.28,NA,3.35,3,1.019,NA,132.0,135
"Porter, Chris",2000,SF/PF,77.50,214.0,25.05,NA,103.5,81.50,NA,NA,28.5,35.0,10.93,NA,3.20,6,1.052,NA,132.0,138.5
"Postell, Lavor",2000,SG,76.50,205.0,24.63,NA,101.5,80.50,NA,NA,33.5,36.5,11.79,NA,3.30,17,1.052,NA,135.0,138
"Rakocevic, Igor",2000,PG,74.50,184.0,23.31,NA,100.0,77.25,NA,NA,27.5,34.0,10.40,NA,3.10,9,1.037,NA,127.5,134
"Rawlings, Reed",2000,SG/SF,78.25,218.0,25.03,NA,104.0,81.25,NA,NA,28.5,33.5,11.10,NA,3.27,13,1.038,NA,132.5,137.5
"Redd, Michael",2000,SG/SF,76.75,214.0,25.54,NA,102.0,81.00,NA,NA,27.0,31.0,12.06,NA,3.34,12,1.055,NA,129.0,133
"Reed, Damon",2000,PF/C,80.50,228.0,24.73,NA,104.5,81.50,NA,NA,27.5,31.5,11.21,NA,3.31,4,1.012,NA,132.0,136
"Reese, Aubrey",2000,PG,70.75,189.0,26.54,NA,94.5,77.50,NA,NA,31.5,37.5,11.13,NA,3.25,14,1.095,NA,126.0,132
"Roberson, Terrance",2000,SF,77.50,209.0,24.46,NA,103.5,80.00,NA,NA,29.0,32.5,11.66,NA,NA,11,1.032,NA,132.5,136
"Sanchez, Pepe",2000,PG,75.00,194.0,24.25,NA,96.0,75.50,NA,NA,26.0,31.0,11.62,NA,3.44,8,1.007,NA,122.0,127
"Santangelo, Matt",2000,PG,72.00,177.0,24.00,NA,94.0,75.00,NA,NA,33.5,43.0,10.66,NA,3.06,12,1.042,NA,127.5,137
"Scales, Alex",2000,PG/SG,74.25,184.5,23.53,NA,97.5,81.00,NA,NA,38.5,42.5,10.98,NA,3.21,10,1.091,NA,136.0,140
"Shabazz, Karim",2000,C,83.50,224.0,22.59,NA,111.5,87.00,NA,NA,24.5,28.0,12.72,NA,3.36,2,1.042,NA,136.0,139.5
"Sheppard, Nick",2000,PF/C,81.50,273.0,28.89,NA,107.5,83.00,NA,NA,23.5,25.5,12.14,NA,3.52,18,1.018,NA,131.0,133
"Smith, Jabari",2000,PF/C,81.75,240.5,25.30,NA,109.5,86.50,NA,NA,24.5,30.0,12.45,NA,3.43,15,1.058,NA,134.0,139.5
"Smith, Mike",2000,SF,78.50,198.0,22.59,NA,103.0,80.50,NA,NA,33.0,21.0,11.32,NA,3.22,12,1.025,NA,136.0,124
"Stephens, Jarrett",2000,PF,77.25,258.0,30.39,NA,103.0,81.25,NA,NA,27.0,29.0,11.98,NA,3.46,13,1.052,NA,130.0,132
"Thornton, Bootsy",2000,SG,75.50,194.5,23.99,NA,101.5,78.50,NA,NA,26.5,31.0,12.08,NA,3.33,7,1.040,NA,128.0,132.5
"Walls, Jaquay",2000,PG,73.25,165.5,21.68,NA,96.5,74.50,NA,NA,28.5,35.5,10.75,NA,3.23,0,1.017,NA,125.0,132
"Watkins, Jameel",2000,PF/C,81.50,244.5,25.88,NA,110.0,90.00,NA,NA,28.0,30.5,12.38,NA,3.45,11,1.104,NA,138.0,140.5
